Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Pressure (KPa),ph
48,10,27,34,33.14,14.8,101.15,
63,28,44,10,33.79,14.19,101.14,
35,26,64,9,35.16,12.86,101.14,
64,39,25,102,36.52,11.53,101.13,
75,31,69,74,36.62,11.61,101.12,
50,6,27,86,36.72,11.7,101.12,
30,10,60,42,36.82,11.78,101.11,
31,5,53,82,36.92,11.87,101.1,
64,31,60,3,36.36,12.28,101.1,
29,26,31,60,35.79,12.69,101.09,
5,22,33,93,34.64,13.93,101.08,
59,19,60,103,33.5,15.18,101.08,
19,1,23,4,33.78,18.1,101.08,
21,28,67,7,34.06,21.02,101.08,
15,3,25,16,33.3,27.82,101.07,
77,35,60,62,32.55,34.61,101.06,
18,44,61,28,32.6,34.88,101.05,
13,7,54,83,32.66,35.14,101.04,
52,39,20,57,32.81,34.74,101.03,
15,35,60,11,32.96,34.33,101.02,
40,36,60,37,32.66,34.83,101.01,
42,13,49,75,32.35,35.33,101.0,
87,16,25,19,31.79,36.52,101.0,
48,15,31,69,31.23,37.7,100.99,
44,17,29,5,30.72,38.53,100.98,
62,28,50,90,30.22,39.37,100.98,
8,11,44,35,30.18,40.03,100.98,
32,36,47,86,30.15,40.69,100.97,
71,0,27,63,30.42,39.71,100.96,
7,21,57,1,30.69,38.73,100.95,
6,21,57,90,30.81,38.33,100.95,
89,43,66,50,30.93,37.92,100.95,
76,18,68,41,30.66,37.9,100.94,
11,40,37,15,30.39,37.89,100.94,
47,41,63,4,30.26,37.69,100.94,
41,2,23,99,30.12,37.49,100.95,
90,20,33,41,30.06,37.61,100.94,
6,13,45,54,30.01,37.73,100.94,
54,44,65,44,30.02,38.02,100.94,
20,8,40,56,30.04,38.32,100.95,
66,14,48,39,29.77,38.61,100.95,
25,13,65,42,29.5,38.89,100.94,
42,27,45,106,29.24,39.17,100.94,
23,38,44,10,28.97,39.46,100.94,
45,0,24,93,28.74,40.02,100.94,
32,33,51,102,28.5,40.58,100.94,
76,10,48,13,28.27,41.15,100.95,
86,17,26,58,28.04,41.71,100.95,
25,10,46,93,27.88,42.2,100.95,
19,20,39,8,27.71,42.7,100.95,
59,24,41,71,27.34,43.65,100.94,
59,27,54,8,26.97,44.6,100.94,
30,11,55,101,26.76,45.1,100.94,
79,43,20,55,26.54,45.61,100.95,
51,22,51,95,26.24,47.4,100.96,
16,14,64,2,25.95,49.2,100.96,
10,12,61,69,25.74,49.48,100.96,
79,19,38,47,25.52,49.76,100.96,
34,10,61,73,25.23,50.9,100.96,
50,6,57,34,24.94,52.03,100.95,
56,40,28,67,24.7,53.0,100.96,
65,7,63,74,24.46,53.98,100.96,
26,15,27,85,24.2,53.88,100.96,
7,15,57,74,23.95,53.77,100.96,
89,41,39,109,23.64,54.92,100.97,
84,25,60,81,23.33,56.06,100.98,
37,1,23,85,23.02,57.17,100.98,
90,35,64,27,22.71,58.28,100.99,
61,31,29,104,22.44,59.5,100.99,
14,41,31,70,22.16,60.72,100.99,
17,19,24,82,21.82,62.19,100.99,
45,17,55,38,21.47,63.66,100.99,
28,1,53,2,21.2,64.84,101.0,
69,29,39,106,20.93,66.02,101.0,
67,1,60,66,20.64,67.26,101.0,
71,1,67,5,20.35,68.51,101.01,
49,12,67,68,20.1,69.95,101.02,
80,40,64,46,19.86,71.4,101.02,
65,4,23,101,19.61,72.84,101.03,
48,27,53,46,19.36,74.28,101.04,
57,5,30,8,19.17,75.58,101.04,
85,42,51,81,18.99,76.88,101.04,
29,44,23,29,18.9,77.7,101.05,
49,26,42,105,18.8,78.52,101.06,
56,25,25,35,18.7,79.34,101.06,
22,39,49,47,18.61,80.15,101.07,
55,1,69,1,18.52,80.97,101.08,
1,35,60,11,18.42,81.79,101.09,
6,36,46,81,18.35,82.29,101.1,
47,44,43,16,18.28,82.79,101.1,
87,30,39,39,18.28,83.05,101.1,
85,42,42,83,18.29,83.31,101.11,
36,6,54,101,18.21,83.72,101.12,
78,7,37,34,18.13,84.12,101.13,
5,3,35,79,18.1,84.56,101.14,
33,7,63,48,18.07,85.0,101.14,
17,41,39,67,18.02,85.4,101.15,
36,3,32,66,17.97,85.81,101.15,
56,20,66,22,17.92,86.29,101.15,
71,15,21,95,17.87,86.76,101.15,
74,14,55,79,17.85,86.93,101.16,
49,23,30,40,17.83,87.1,101.16,
12,42,52,36,17.76,87.49,101.16,
23,29,61,31,17.7,87.88,101.17,
33,24,59,45,17.63,88.36,101.18,
32,11,65,70,17.57,88.85,101.18,
52,2,27,10,17.52,89.2,101.18,
39,20,54,78,17.46,89.55,101.18,
63,18,41,69,17.39,90.07,101.19,
74,34,42,19,17.31,90.59,101.2,
42,30,59,20,17.3,90.71,101.2,
50,1,68,72,17.29,90.83,101.21,
40,23,20,32,17.28,90.83,101.22,
1,12,58,11,17.28,90.82,101.22,
68,28,55,84,17.27,90.82,101.23,
56,32,26,67,17.23,90.9,101.24,
38,27,50,61,17.18,90.98,101.25,
49,9,21,108,17.1,91.21,101.25,
87,26,51,1,17.03,91.43,101.25,
14,1,53,27,17.08,91.27,101.25,
4,24,69,105,17.12,91.11,101.25,
46,2,59,85,17.11,90.94,101.25,
53,8,68,86,17.1,90.77,101.25,
42,39,26,93,17.05,90.78,101.25,
7,34,54,21,17.0,90.8,101.25,
38,34,57,79,16.98,90.7,101.24,
15,3,22,78,16.95,90.61,101.24,
49,7,32,8,16.88,90.84,101.24,
28,6,20,72,16.8,91.06,101.24,
19,22,39,97,16.8,91.07,101.24,
36,9,22,65,16.81,91.08,101.24,
60,27,68,17,16.8,91.12,101.24,
57,11,65,32,16.79,91.15,101.23,
56,18,43,7,16.8,91.12,101.23,
70,35,38,107,16.81,91.08,101.23,
77,28,69,76,16.76,90.88,101.22,
86,40,30,27,16.7,90.67,101.22,
5,12,41,39,16.67,90.54,101.22,
16,34,24,64,16.65,90.42,101.21,
45,10,41,30,16.65,89.77,101.21,
63,40,34,21,16.65,89.12,101.21,
40,26,51,38,16.67,88.48,101.2,
39,11,46,85,16.69,87.84,101.2,
58,13,29,16,16.76,86.88,101.2,
81,10,60,21,16.82,85.93,101.19,
84,37,37,40,16.82,85.45,101.18,
88,40,29,13,16.83,84.97,101.18,
13,29,48,63,16.93,84.42,101.18,
80,1,70,40,17.04,83.88,101.18,
86,35,51,21,17.08,84.04,101.18,
2,2,35,70,17.11,84.19,101.17,
69,40,41,88,17.1,84.88,101.16,
47,18,53,99,17.08,85.56,101.15,
76,9,27,28,17.05,85.96,101.15,
38,12,55,76,17.02,86.36,101.14,
8,43,62,27,17.04,86.46,101.14,
60,13,53,22,17.06,86.55,101.13,
81,17,33,54,17.05,86.46,101.12,
19,27,46,58,17.04,86.38,101.12,
34,25,70,73,16.98,87.15,101.12,
72,32,68,67,16.92,87.92,101.12,
27,44,32,62,16.91,88.23,101.11,
69,9,40,52,16.89,88.54,101.11,
51,28,66,46,16.88,88.85,101.1,
65,44,21,89,16.87,89.3,101.09,
58,10,50,79,16.86,89.75,101.08,
72,8,53,31,16.85,90.39,101.07,
78,27,65,87,16.84,91.03,101.07,
22,29,69,79,16.84,91.33,101.06,
70,15,68,88,16.84,91.63,101.06,
53,30,46,56,16.79,92.24,101.06,
79,11,27,3,16.74,92.84,101.07,
54,31,63,54,16.74,93.05,101.07,
67,26,54,96,16.75,93.26,101.07,
41,10,43,56,16.72,93.62,101.06,
37,26,58,92,16.68,93.98,101.06,
74,38,52,11,16.67,94.13,101.06,
82,25,22,103,16.66,94.28,101.06,
79,40,50,51,16.63,94.46,101.06,
68,15,54,12,16.61,94.65,101.07,
31,14,32,48,16.56,94.87,101.07,
12,12,26,49,16.51,95.09,101.06,
8,32,20,93,16.45,95.3,101.06,
78,35,32,3,16.4,95.52,101.06,
36,18,43,110,16.35,95.74,101.05,
17,17,20,18,16.3,95.96,101.05,
74,32,51,21,16.31,95.98,101.06,
33,42,68,82,16.33,96.0,101.06,
86,31,61,50,16.34,96.0,101.06,
62,33,37,53,16.36,96.0,101.05,
76,30,59,109,16.35,96.0,101.06,
45,2,31,84,16.34,96.0,101.06,
64,42,61,83,16.36,96.0,101.06,
79,29,53,110,16.37,96.0,101.06,
64,40,46,42,16.34,96.0,101.06,
8,9,42,12,16.31,96.0,101.06,
10,6,44,40,16.3,96.0,101.06,
52,36,24,13,16.3,96.0,101.06,
35,34,34,20,16.3,96.0,101.06,
64,2,27,81,16.3,96.0,101.06,
9,34,26,94,16.28,96.0,101.06,
32,43,24,99,16.26,96.0,101.06,
51,11,44,103,16.22,96.0,101.06,
68,1,39,5,16.18,96.0,101.07,
5,13,38,85,16.18,96.0,101.07,
70,25,21,40,16.18,96.0,101.08,
69,33,31,39,16.21,96.0,101.08,
74,16,21,19,16.24,96.0,101.08,
23,44,68,88,16.24,96.0,101.08,
13,34,31,104,16.23,96.0,101.09,
81,17,24,17,16.23,96.0,101.09,
12,34,53,24,16.16,96.0,101.09,
68,42,67,84,16.08,96.0,101.09,
23,28,28,77,16.04,96.0,101.1,
71,0,58,31,16.0,96.0,101.1,
57,33,58,16,16.0,96.0,101.1,
15,11,59,69,16.01,96.0,101.1,
89,32,24,75,16.02,96.0,101.1,
81,9,44,43,16.04,96.0,101.11,
72,10,31,96,16.08,96.0,101.11,
59,42,28,98,16.11,96.0,101.11,
50,35,28,0,16.22,96.0,101.11,
15,7,23,21,16.32,96.0,101.11,
9,24,22,20,16.68,95.84,101.12,
19,34,67,57,17.03,95.67,101.12,
75,21,37,46,17.49,93.72,101.13,
11,26,41,88,17.94,91.78,101.14,
76,5,29,83,18.55,88.61,101.14,
23,14,29,58,19.16,85.44,101.14,
29,33,45,37,19.49,83.58,101.14,
17,36,54,103,19.83,81.72,101.14,
54,42,59,27,20.23,80.19,101.15,
90,12,33,94,20.62,78.66,101.16,
84,42,42,66,21.28,75.66,101.16,
4,14,24,89,21.93,72.66,101.16,
40,24,33,1,22.32,70.74,101.16,
41,25,64,50,22.72,68.81,101.17,
22,16,55,34,22.77,67.86,101.18,
7,27,68,26,22.82,66.91,101.18,
41,0,29,107,23.78,63.77,101.18,
37,24,26,15,24.74,60.63,101.18,
66,15,29,38,24.84,58.86,101.19,
49,25,33,8,24.95,57.1,101.2,
59,45,54,42,25.51,55.66,101.2,
11,0,33,46,26.07,54.21,101.2,
21,31,66,60,26.66,52.1,101.2,
5,8,47,63,27.26,50.0,101.2,
86,24,69,55,27.47,48.58,101.21,
32,34,24,86,27.68,47.15,101.22,
19,11,59,60,28.18,45.84,101.22,
3,6,46,61,28.67,44.52,101.23,
21,40,69,7,28.86,43.74,101.22,
54,39,37,51,29.06,42.97,101.22,
10,40,46,13,29.88,41.3,101.22,
87,20,23,88,30.71,39.64,101.22,
82,17,51,3,30.68,39.02,101.22,
5,38,22,73,30.65,38.4,101.23,
2,35,28,44,31.06,37.68,101.24,
38,33,23,4,31.46,36.96,101.24,
17,35,66,86,31.86,35.58,101.24,
1,7,69,73,32.26,34.19,101.24,
30,0,31,34,32.03,34.01,101.24,
87,28,58,22,31.81,33.82,101.23,
11,45,68,72,32.2,32.83,101.22,
18,13,27,36,32.58,31.83,101.21,
30,31,61,84,32.92,31.18,101.21,
52,30,46,11,33.27,30.53,101.21,
28,20,38,28,33.67,29.58,101.21,
33,34,24,34,34.07,28.64,101.21,
13,3,55,35,34.26,28.12,101.2,
21,29,44,76,34.46,27.61,101.2,
15,23,38,22,34.72,27.16,101.19,
6,42,21,108,34.99,26.71,101.18,
1,42,54,89,35.86,25.41,101.18,
29,14,33,30,36.74,24.11,101.18,
3,37,50,7,36.61,23.7,101.18,
17,8,52,55,36.47,23.3,101.18,
62,7,27,24,36.9,21.54,101.18,
82,6,61,59,37.33,19.77,101.18,
30,18,35,85,37.56,18.77,101.18,
20,31,67,102,37.79,17.77,101.17,
54,29,58,63,38.22,17.48,101.16,
42,4,55,1,38.65,17.19,101.14,
5,27,42,1,38.25,16.69,101.14,
60,12,57,107,37.84,16.19,101.14,
38,44,28,51,36.06,17.04,101.14,
81,14,36,31,34.27,17.89,101.13,
80,37,33,6,34.45,16.74,101.12,
34,18,34,108,34.63,15.58,101.12,
82,21,37,77,35.72,14.04,101.12,
38,8,21,102,36.82,12.51,101.11,
10,21,41,28,37.92,10.98,101.1,
29,3,51,14,39.01,9.44,101.1,
34,9,58,71,39.26,9.56,101.09,
59,4,68,93,39.52,9.68,101.08,
62,40,46,58,39.17,10.08,101.07,
61,38,29,36,38.83,10.48,101.07,
16,29,45,3,36.89,11.99,101.06,
64,18,57,3,34.95,13.5,101.06,
46,44,41,9,35.28,13.48,101.06,
72,3,47,51,35.6,13.47,101.05,
54,10,62,44,35.67,13.07,101.04,
33,17,40,67,35.75,12.67,101.03,
82,39,28,64,36.18,12.37,101.02,
14,3,30,109,36.62,12.07,101.01,
24,3,50,60,37.36,11.71,101.0,
21,44,52,13,38.1,11.35,100.99,
64,33,29,25,37.89,10.98,100.99,
5,22,25,44,37.67,10.6,100.99,
89,28,37,15,36.96,13.43,100.98,
2,42,64,8,36.26,16.27,100.98,
34,3,33,60,35.58,20.86,100.98,
17,41,21,49,34.9,25.46,100.97,
28,6,52,61,34.84,25.42,100.96,
82,10,69,102,34.77,25.39,100.95,
38,29,32,61,34.78,24.74,100.94,
79,3,32,17,34.8,24.08,100.94,
12,6,32,64,35.02,24.28,100.94,
50,9,31,17,35.23,24.47,100.93,
63,31,37,4,35.2,24.04,100.93,
17,28,38,42,35.18,23.61,100.92,
65,21,50,22,35.05,23.91,100.92,
58,39,21,11,34.92,24.21,100.92,
53,33,36,36,34.78,23.93,100.92,
37,32,37,57,34.63,23.65,100.91,
74,12,57,68,34.92,23.82,100.91,
47,3,58,56,35.2,23.99,100.91,
25,39,64,68,34.83,22.99,100.91,
18,36,62,75,34.45,21.99,100.91,
43,8,44,37,34.16,22.58,100.9,
30,19,57,67,33.87,23.18,100.9,
11,14,29,88,33.53,23.4,100.9,
40,44,67,98,33.2,23.61,100.9,
26,2,59,94,32.83,23.78,100.9,
39,35,63,0,32.45,23.96,100.89,
9,23,21,80,32.46,23.9,100.89,
37,37,48,27,32.48,23.84,100.89,
1,25,52,55,32.18,23.91,100.89,
59,35,41,41,31.89,23.98,100.89,
20,24,66,91,31.62,24.53,100.9,
37,17,48,8,31.36,25.08,100.9,
41,24,57,88,31.17,25.2,100.9,
86,14,69,107,30.98,25.33,100.89,
53,37,30,83,30.61,25.96,100.89,
59,39,56,102,30.24,26.59,100.89,
33,31,48,81,30.08,27.5,100.89,
82,12,45,30,29.93,28.41,100.89,
4,18,37,19,29.71,29.07,100.88,
86,1,59,87,29.49,29.73,100.88,
77,17,29,2,29.27,30.72,100.88,
77,26,28,72,29.05,31.7,100.89,
19,16,20,28,28.83,32.69,100.89,
68,13,20,90,28.61,33.68,100.89,
66,6,50,32,28.39,34.66,100.9,
26,2,48,13,28.17,35.65,100.9,
13,18,57,108,27.75,36.32,100.91,
47,3,55,9,27.33,36.99,100.92,
83,25,38,38,26.82,38.49,100.93,
20,7,63,47,26.3,39.99,100.93,
63,20,22,107,25.84,41.7,100.93,
63,25,35,54,25.39,43.4,100.93,
44,20,56,7,25.02,44.75,100.93,
90,7,66,82,24.64,46.1,100.92,
64,31,63,22,24.24,47.58,100.93,
39,3,21,24,23.83,49.06,100.94,
57,19,43,55,23.47,50.32,100.95,
21,43,28,58,23.11,51.57,100.96,
63,33,57,47,22.72,53.56,100.96,
51,11,48,65,22.33,55.54,100.96,
8,19,61,15,22.0,57.42,100.96,
58,37,25,92,21.67,59.29,100.97,
86,36,61,7,21.47,60.47,100.97,
82,1,26,83,21.27,61.66,100.97,
39,6,60,27,21.08,63.1,100.98,
78,39,57,106,20.89,64.55,100.99,
58,2,66,43,20.7,65.69,101.0,
53,6,33,85,20.52,66.83,101.01,
21,44,33,30,20.37,67.84,101.02,
81,8,70,9,20.22,68.86,101.02,
14,11,33,86,20.12,69.24,101.02,
76,33,69,51,20.03,69.61,101.03,
2,26,54,16,19.98,69.24,101.03,
43,9,54,31,19.94,68.86,101.03,
21,33,33,102,19.9,69.04,101.03,
12,24,41,5,19.86,69.21,101.03,
73,32,26,25,19.83,69.17,101.04,
41,12,52,85,19.8,69.13,101.04,
25,4,36,6,19.7,69.8,101.04,
81,4,29,9,19.59,70.46,101.04,
31,30,54,30,19.62,70.57,101.04,
21,45,58,91,19.66,70.69,101.04,
73,25,20,110,19.67,71.24,101.04,
26,43,65,51,19.68,71.78,101.05,
55,4,55,46,19.48,72.84,101.05,
21,32,63,5,19.28,73.91,101.05,
40,12,70,48,19.21,74.21,101.06,
41,3,56,51,19.14,74.51,101.06,
1,45,48,45,19.2,74.32,101.07,
22,4,69,10,19.27,74.13,101.08,
59,45,68,25,19.28,74.2,101.09,
17,6,22,92,19.3,74.27,101.1,
78,16,35,91,19.21,74.85,101.1,
7,28,48,73,19.12,75.44,101.11,
38,7,34,17,19.05,75.79,101.11,
17,35,60,4,18.98,76.14,101.11,
53,7,51,24,18.93,76.26,101.11,
87,1,26,81,18.88,76.38,101.11,
81,5,36,40,18.92,76.12,101.11,
22,20,22,20,18.96,75.87,101.11,
29,24,53,92,18.91,76.06,101.1,
11,37,40,53,18.86,76.24,101.1,
20,39,24,10,18.87,76.29,101.1,
30,30,37,18,18.88,76.34,101.11,
49,34,41,69,18.77,76.87,101.11,
11,16,66,95,18.66,77.39,101.11,
69,23,45,110,18.6,77.59,101.11,
61,12,31,88,18.54,77.79,101.11,
66,31,47,18,18.47,78.21,101.12,
27,16,36,102,18.4,78.63,101.12,
49,9,55,27,18.33,78.9,101.12,
83,31,57,66,18.26,79.18,101.11,
72,34,21,72,18.19,79.45,101.11,
42,18,47,17,18.16,79.57,101.1,
17,31,23,36,18.12,79.69,101.1,
69,27,59,13,18.13,79.47,101.1,
51,10,49,45,18.14,79.24,101.1,
62,2,66,67,18.15,79.02,101.09,
13,12,63,12,18.16,78.8,101.09,
53,32,41,82,18.13,78.88,101.09,
46,2,50,25,18.1,78.95,101.09,
83,9,21,29,18.02,79.33,101.09,
66,16,63,44,17.93,79.7,101.08,
42,17,27,39,17.85,80.08,101.08,
17,6,63,61,17.76,80.46,101.08,
83,24,57,11,17.76,80.5,101.07,
58,35,30,30,17.76,80.53,101.07,
75,37,44,67,17.65,80.82,101.06,
66,14,62,5,17.54,81.12,101.06,
26,20,32,48,17.4,81.3,101.06,
89,19,43,35,17.27,81.48,101.05,
40,14,48,70,17.06,82.14,101.04,
75,15,27,6,16.85,82.8,101.04,
82,27,36,5,16.66,83.82,101.04,
67,21,35,2,16.48,84.85,101.03,
1,13,36,53,16.46,85.33,101.03,
20,30,32,30,16.45,85.81,101.03,
16,24,47,71,16.49,85.6,101.02,
80,2,66,52,16.54,85.4,101.02,
62,38,33,45,16.51,85.73,101.02,
86,4,35,70,16.48,86.06,101.02,
35,32,49,38,16.26,86.56,101.01,
58,24,44,79,16.05,87.06,101.0,
48,27,38,47,15.84,87.94,101.0,
77,24,32,50,15.64,88.82,100.99,
30,21,55,31,15.5,89.68,100.99,
75,5,64,91,15.37,90.53,100.99,
84,23,24,20,15.27,91.08,100.98,
13,27,60,7,15.17,91.62,100.98,
41,20,67,77,15.16,91.98,100.98,
57,0,47,19,15.14,92.33,100.98,
89,44,36,30,15.04,92.75,100.98,
29,16,54,6,14.93,93.17,100.98,
13,8,22,108,15.02,93.46,100.98,
4,17,50,71,15.11,93.75,100.97,
38,25,43,27,15.2,93.61,100.97,
84,41,54,100,15.28,93.47,100.97,
9,29,31,71,15.34,93.08,100.97,
73,27,69,84,15.39,92.7,100.96,
46,44,22,54,15.45,92.31,100.96,
22,40,59,5,15.46,92.18,100.96,
74,25,31,87,15.47,92.05,100.95,
28,9,35,102,15.4,92.34,100.94,
7,40,66,45,15.34,92.63,100.93,
2,20,27,60,15.34,92.32,100.93,
7,26,68,87,15.33,92.02,100.92,
37,6,50,18,15.29,92.08,100.92,
75,45,66,18,15.25,92.15,100.92,
62,2,25,61,15.2,92.15,100.92,
73,32,33,5,15.15,92.14,100.92,
62,45,43,110,15.1,92.22,100.93,
86,37,60,105,15.05,92.31,100.93,
57,24,68,99,14.94,92.94,100.94,
78,27,33,21,14.84,93.58,100.96,
44,45,23,46,14.67,93.65,100.97,
81,26,68,22,14.5,93.72,100.98,
46,25,55,57,14.14,94.44,100.98,
64,42,36,45,13.79,95.16,100.98,
46,19,33,34,13.38,95.57,100.99,
7,7,44,33,12.98,95.98,101.0,
72,18,59,71,12.7,95.99,101.0,
68,13,24,66,12.41,96.0,100.99,
18,11,68,57,12.2,96.0,100.99,
60,42,44,93,11.98,96.0,100.99,
72,11,22,60,11.96,96.0,101.0,
74,28,20,70,11.94,96.0,101.01,
12,7,60,99,12.22,96.0,101.02,
27,5,39,32,12.51,96.0,101.02,
53,20,70,51,12.78,96.0,101.02,
83,33,67,107,13.06,96.0,101.02,
21,41,51,74,13.12,96.0,101.02,
16,10,34,106,13.18,96.0,101.02,
89,34,50,18,13.16,96.0,101.02,
65,42,25,62,13.13,96.0,101.03,
29,7,28,48,13.16,96.0,101.04,
22,37,36,4,13.18,96.0,101.04,
39,34,69,110,13.34,96.0,101.04,
52,33,58,40,13.51,96.0,101.05,
79,44,27,29,13.67,96.0,101.05,
88,20,50,80,14.0,96.0,101.04,
1,8,30,0,14.32,96.0,101.04,
42,38,41,105,14.9,96.0,101.04,
84,3,28,23,15.47,96.0,101.05,
86,5,44,79,16.38,95.2,101.04,
85,16,40,91,17.29,94.41,101.04,
57,9,45,53,18.11,90.0,101.04,
37,23,69,13,18.93,85.6,101.05,
1,8,52,1,19.68,81.84,101.05,
88,44,65,30,20.43,78.09,101.05,
70,18,65,80,20.54,77.03,101.06,
4,1,32,42,20.64,75.97,101.06,
40,27,53,67,20.89,75.66,101.06,
40,5,52,11,21.14,75.35,101.07,
29,0,46,60,22.18,71.97,101.08,
70,40,37,74,23.21,68.59,101.09,
67,43,29,24,24.23,65.59,101.1,
77,16,70,50,25.25,62.58,101.1,
27,15,50,17,25.91,60.06,101.1,
83,11,42,17,26.57,57.53,101.11,
31,5,66,42,26.98,55.8,101.11,
86,28,68,67,27.38,54.08,101.11,
88,28,42,88,27.5,52.94,101.12,
81,41,57,2,27.63,51.8,101.13,
29,29,30,49,27.99,50.33,101.13,
87,21,22,67,28.35,48.87,101.13,
90,32,35,5,28.87,46.34,101.13,
26,36,35,70,29.39,43.82,101.13,
30,13,55,14,29.42,42.98,101.14,
43,1,44,67,29.44,42.14,101.14,
5,40,66,17,29.86,41.02,101.15,
19,42,37,106,30.29,39.91,101.16,
45,16,36,83,30.51,39.35,101.16,
76,40,29,48,30.73,38.79,101.17,
47,14,66,39,31.57,37.49,101.18,
44,18,61,51,32.4,36.19,101.18,
76,33,40,90,33.24,34.89,101.19,
72,17,63,103,34.08,33.59,101.2,
86,32,63,103,34.8,31.39,101.2,
55,20,44,72,35.51,29.19,101.2,
23,8,56,46,34.67,29.2,101.2,
51,34,36,24,33.84,29.2,101.19,
10,20,49,70,34.7,28.62,101.18,
26,13,31,60,35.55,28.04,101.18,
63,36,48,105,35.77,27.28,101.18,
60,11,21,59,35.99,26.53,101.18,
19,18,54,80,36.62,25.62,101.18,
11,2,23,47,37.24,24.72,101.18,
17,33,47,82,37.89,23.7,101.18,
23,23,32,2,38.53,22.68,101.18,
11,19,50,102,38.59,22.44,101.18,
20,22,21,75,38.65,22.19,101.17,
11,38,43,103,39.14,21.07,101.17,
34,26,62,46,39.64,19.95,101.17,
45,44,53,73,39.7,19.58,101.17,
50,16,50,73,39.77,19.2,101.17,
19,36,51,70,39.86,18.88,101.16,
57,24,56,53,39.94,18.55,101.16,
33,28,37,0,40.17,17.51,101.16,
78,41,63,83,40.41,16.47,101.15,
84,25,48,38,40.6,16.0,101.15,
62,37,47,47,40.78,15.54,101.15,
77,12,31,77,41.04,15.88,101.15,
51,3,20,94,41.31,16.23,101.15,
26,25,30,101,40.82,15.09,101.15,
76,35,61,76,40.32,13.95,101.14,
46,23,44,39,38.41,15.54,101.14,
76,18,30,15,36.5,17.12,101.13,
87,9,31,88,38.34,18.22,101.12,
55,42,58,84,40.17,19.31,101.11,
62,37,70,13,39.88,23.2,101.11,
27,11,44,10,39.59,27.1,101.11,
27,22,47,11,38.62,29.54,101.1,
82,27,67,11,37.65,31.97,101.09,
51,29,41,18,36.8,33.33,101.08,
26,29,55,50,35.96,34.69,101.06,
23,14,56,49,34.76,37.02,101.06,
72,25,66,67,33.57,39.34,101.05,
55,35,53,84,32.86,41.16,101.04,
55,44,63,78,32.15,42.97,101.03,
4,20,64,52,32.42,41.94,101.02,
1,16,59,17,32.7,40.91,101.01,
10,0,56,109,32.65,41.1,101.01,
49,9,40,106,32.59,41.29,101.0,
25,41,33,0,32.53,41.48,101.0,
72,45,24,94,32.48,41.67,101.0,
47,6,60,85,32.66,41.19,100.98,
72,16,38,28,32.84,40.71,100.97,
15,34,30,95,32.18,41.96,100.97,
4,41,64,20,31.51,43.2,100.97,
48,32,42,21,31.02,44.62,100.97,
73,31,52,46,30.53,46.03,100.97,
78,38,43,58,30.38,46.48,100.96,
46,18,34,32,30.23,46.93,100.96,
23,45,27,92,30.3,46.52,100.96,
41,29,59,93,30.37,46.12,100.95,
1,19,63,11,30.36,45.96,100.94,
32,40,22,60,30.35,45.8,100.93,
59,0,39,92,30.12,46.37,100.93,
7,25,32,44,29.88,46.94,100.93,
16,29,44,46,29.65,47.5,100.93,
79,43,69,28,29.42,48.07,100.93,
54,3,34,67,29.14,48.97,100.93,
81,4,30,106,28.87,49.87,100.93,
37,22,31,46,29.06,49.86,100.93,
50,22,51,77,29.24,49.84,100.93,
79,0,67,85,29.2,49.8,100.92,
90,8,61,51,29.16,49.75,100.91,
32,17,50,73,28.91,50.11,100.92,
47,33,38,0,28.66,50.47,100.92,
79,2,48,17,28.52,50.99,100.92,
42,11,61,34,28.39,51.51,100.92,
9,17,29,109,28.03,52.22,100.92,
3,35,65,45,27.67,52.92,100.92,
19,15,42,30,28.02,52.02,100.92,
16,17,32,61,28.38,51.11,100.91,
87,26,29,39,28.02,51.93,100.9,
30,19,22,62,27.66,52.75,100.9,
4,17,26,83,27.58,52.85,100.9,
27,34,36,67,27.5,52.95,100.9,
44,26,59,73,27.51,52.98,100.9,
62,0,46,59,27.52,53.01,100.89,
1,33,44,65,27.61,52.63,100.89,
51,17,56,33,27.7,52.25,100.89,
34,16,31,110,27.48,52.96,100.9,
41,11,20,106,27.25,53.66,100.9,
72,30,51,7,27.14,53.88,100.9,
51,11,45,48,27.04,54.1,100.9,
44,38,20,104,26.9,54.28,100.9,
17,16,20,82,26.75,54.47,100.9,
77,43,24,94,26.49,55.02,100.9,
18,18,64,108,26.23,55.56,100.9,
75,30,33,26,25.94,56.18,100.9,
90,23,50,50,25.64,56.81,100.91,
73,38,46,97,25.28,58.06,100.91,
14,42,32,51,24.92,59.32,100.91,
29,16,42,33,24.56,60.69,100.9,
86,16,37,28,24.19,62.06,100.9,
56,34,43,75,23.91,63.21,100.9,
16,28,38,80,23.63,64.36,100.9,
11,21,26,31,23.36,65.3,100.91,
23,40,47,0,23.1,66.23,100.92,
62,33,52,67,22.75,67.34,100.93,
52,2,37,61,22.4,68.46,100.93,
85,36,61,30,22.02,69.49,100.94,
31,13,41,93,21.64,70.52,100.94,
31,18,47,94,21.22,72.04,100.94,
74,40,31,53,20.81,73.55,100.94,
82,27,26,44,20.47,75.07,100.95,
83,19,20,6,20.13,76.59,100.96,
39,2,29,102,19.92,77.64,100.97,
40,18,40,91,19.71,78.69,100.98,
84,39,58,30,19.5,79.5,100.98,
46,8,42,16,19.3,80.32,100.98,
68,31,51,66,19.17,80.88,100.98,
13,20,33,51,19.04,81.45,100.99,
